job,marital,education,default,housing,loan,contact,month,poutcome,deposit
blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
technician,single,secondary,no,yes,no,cellular,apr,unknown,no
services,married,secondary,no,yes,no,cellular,may,unknown,no
technician,single,tertiary,no,no,no,cellular,jan,unknown,no
management,single,tertiary,no,no,no,cellular,jul,failure,no
management,single,tertiary,no,yes,no,unknown,may,unknown,no
services,married,secondary,no,no,no,unknown,may,unknown,no
blue-collar,divorced,unknown,no,yes,no,cellular,may,unknown,no
technician,single,tertiary,no,no,no,cellular,jan,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,no,no,unknown,jun,unknown,no
technician,single,tertiary,no,yes,yes,cellular,feb,failure,no
blue-collar,married,secondary,no,yes,no,cellular,may,unknown,no
admin.,single,secondary,no,yes,no,unknown,jun,unknown,no
admin.,married,secondary,no,no,no,unknown,jun,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,may,unknown,no
management,married,primary,no,no,no,unknown,jun,unknown,no
admin.,divorced,secondary,no,yes,yes,cellular,apr,other,no
services,single,tertiary,no,no,no,unknown,may,unknown,no
management,married,tertiary,no,no,no,unknown,jun,unknown,no
management,married,secondary,no,no,no,cellular,feb,unknown,no
services,married,secondary,no,yes,no,cellular,feb,other,no
blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,no
technician,single,secondary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,yes,no,unknown,may,unknown,no
management,single,tertiary,no,yes,no,unknown,jun,unknown,no
blue-collar,single,secondary,no,no,no,cellular,feb,unknown,no
technician,single,secondary,no,no,no,cellular,aug,unknown,no
blue-collar,single,secondary,no,no,no,cellular,feb,failure,no
housemaid,married,primary,no,no,no,cellular,aug,unknown,no
technician,single,tertiary,no,yes,no,unknown,may,unknown,no
admin.,single,secondary,no,no,no,cellular,jul,unknown,no
technician,divorced,tertiary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,yes,no,cellular,nov,other,no
blue-collar,married,secondary,no,no,no,telephone,aug,unknown,no
blue-collar,married,secondary,no,no,no,cellular,feb,failure,no
management,married,tertiary,no,yes,yes,unknown,may,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,no
admin.,married,secondary,no,no,no,cellular,aug,unknown,no
blue-collar,married,primary,no,yes,no,cellular,may,unknown,no
services,married,secondary,no,yes,no,unknown,may,unknown,no
services,married,secondary,no,yes,yes,cellular,may,unknown,no
unemployed,single,tertiary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,yes,no,yes,cellular,aug,unknown,no
self-employed,married,tertiary,no,yes,no,unknown,may,unknown,no
services,married,secondary,no,yes,no,unknown,may,unknown,no
student,single,secondary,no,no,no,cellular,may,failure,no
management,divorced,tertiary,no,yes,no,unknown,may,unknown,no
management,divorced,tertiary,no,no,no,cellular,aug,unknown,no
admin.,married,secondary,no,yes,yes,unknown,may,unknown,no
technician,divorced,secondary,no,no,no,cellular,jul,unknown,no
management,married,tertiary,no,yes,no,telephone,aug,unknown,no
blue-collar,married,primary,no,no,no,cellular,jul,unknown,no
blue-collar,married,primary,no,no,yes,unknown,jun,unknown,no
entrepreneur,married,secondary,no,no,no,unknown,jun,unknown,no
management,single,tertiary,no,yes,no,unknown,may,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
unemployed,married,primary,no,no,no,cellular,jan,unknown,no
blue-collar,single,secondary,no,yes,no,cellular,apr,unknown,no
blue-collar,married,unknown,no,no,no,unknown,jun,unknown,no
technician,married,secondary,no,yes,no,cellular,may,failure,no
entrepreneur,divorced,secondary,no,no,yes,telephone,jul,unknown,no
blue-collar,single,secondary,no,yes,no,cellular,may,other,no
management,married,tertiary,yes,no,yes,cellular,jul,unknown,no
services,married,secondary,no,no,no,cellular,aug,unknown,no
self-employed,married,secondary,no,no,yes,cellular,aug,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,yes,yes,cellular,apr,unknown,no
services,married,secondary,no,yes,no,unknown,may,unknown,no
technician,married,unknown,no,yes,no,unknown,may,unknown,no
management,married,tertiary,no,yes,no,cellular,feb,unknown,no
management,married,tertiary,no,no,no,telephone,aug,unknown,no
admin.,married,secondary,no,no,yes,cellular,jul,unknown,no
retired,married,secondary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,yes,cellular,apr,failure,no
services,married,secondary,no,yes,no,telephone,nov,unknown,no
blue-collar,married,primary,no,no,no,unknown,jun,unknown,no
management,single,tertiary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,may,unknown,no
management,single,tertiary,no,no,no,cellular,jun,unknown,no
management,divorced,tertiary,no,no,no,cellular,feb,other,no
admin.,single,tertiary,no,no,no,cellular,jan,unknown,no
unemployed,married,secondary,no,yes,no,cellular,feb,unknown,no
technician,divorced,tertiary,no,yes,no,unknown,may,unknown,no
management,single,tertiary,no,no,no,cellular,feb,unknown,no
technician,married,secondary,no,no,no,cellular,may,unknown,no
housemaid,married,secondary,no,no,no,unknown,jun,unknown,no
retired,married,primary,no,no,no,telephone,sep,unknown,no
admin.,married,secondary,no,yes,no,telephone,jul,unknown,no
technician,divorced,secondary,no,yes,no,unknown,aug,success,no
admin.,married,secondary,no,yes,yes,cellular,jul,unknown,no
blue-collar,divorced,primary,no,no,no,unknown,jun,unknown,no
admin.,single,secondary,no,yes,no,unknown,may,unknown,no
services,married,tertiary,no,no,no,telephone,may,unknown,no
unemployed,single,tertiary,no,no,no,telephone,feb,unknown,no
unknown,married,unknown,no,no,no,telephone,nov,success,no
housemaid,divorced,primary,no,no,no,cellular,jun,unknown,no
admin.,married,secondary,no,yes,no,cellular,may,unknown,no
admin.,single,secondary,no,yes,yes,cellular,may,failure,no
admin.,married,secondary,no,yes,no,cellular,feb,unknown,no
blue-collar,divorced,secondary,no,no,yes,cellular,jul,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
services,married,unknown,no,no,yes,cellular,jul,unknown,no
entrepreneur,divorced,secondary,no,no,yes,cellular,nov,unknown,no
admin.,single,secondary,no,no,no,unknown,jun,unknown,no
admin.,single,secondary,no,yes,no,unknown,may,unknown,no
management,single,tertiary,no,no,no,cellular,feb,unknown,no
retired,married,secondary,no,no,no,cellular,oct,unknown,no
technician,married,secondary,no,no,no,cellular,nov,unknown,no
blue-collar,single,secondary,no,no,yes,cellular,jul,unknown,no
entrepreneur,married,tertiary,no,no,yes,cellular,jul,unknown,no
management,divorced,tertiary,no,yes,no,cellular,apr,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
retired,married,primary,no,yes,yes,unknown,may,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
technician,single,secondary,no,yes,no,cellular,nov,failure,no
retired,divorced,unknown,no,yes,no,unknown,may,unknown,no
technician,married,tertiary,no,no,no,unknown,jun,unknown,no
blue-collar,married,primary,no,yes,no,unknown,jun,unknown,no
admin.,divorced,secondary,no,yes,yes,cellular,aug,unknown,no
technician,divorced,secondary,no,yes,no,cellular,aug,unknown,no
blue-collar,married,primary,no,yes,yes,cellular,may,unknown,no
technician,single,tertiary,no,yes,no,unknown,may,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
blue-collar,married,primary,no,no,yes,cellular,aug,unknown,no
management,married,tertiary,no,yes,no,cellular,may,failure,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
services,single,secondary,no,yes,no,cellular,jul,unknown,no
self-employed,married,secondary,no,no,no,cellular,aug,unknown,no
entrepreneur,married,tertiary,no,yes,yes,unknown,may,unknown,no
services,divorced,secondary,no,yes,yes,cellular,nov,unknown,no
self-employed,married,secondary,no,yes,no,telephone,feb,unknown,no
entrepreneur,married,secondary,no,no,no,cellular,nov,unknown,no
student,single,tertiary,no,yes,no,cellular,may,unknown,no
admin.,married,secondary,no,yes,yes,cellular,jul,unknown,no
technician,married,secondary,no,yes,yes,cellular,nov,unknown,no
services,married,secondary,no,no,no,cellular,jul,unknown,no
admin.,single,tertiary,no,no,yes,cellular,feb,failure,no
admin.,divorced,primary,no,no,yes,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,may,unknown,no
technician,single,secondary,no,no,no,cellular,jan,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
retired,married,primary,no,no,no,telephone,may,failure,no
housemaid,married,primary,no,no,no,unknown,jun,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
blue-collar,single,primary,no,yes,no,unknown,may,unknown,no
management,married,tertiary,no,yes,no,unknown,may,unknown,no
self-employed,divorced,tertiary,no,no,no,unknown,may,unknown,no
blue-collar,married,secondary,no,no,no,cellular,may,unknown,no
management,single,tertiary,no,no,no,cellular,nov,unknown,no
technician,married,tertiary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,unknown,jun,unknown,no
services,married,secondary,no,yes,no,unknown,may,unknown,no
self-employed,single,tertiary,no,no,no,cellular,jun,unknown,no
blue-collar,single,secondary,no,no,no,unknown,jun,unknown,no
student,single,unknown,no,no,no,cellular,nov,unknown,no
blue-collar,single,secondary,no,yes,no,cellular,oct,failure,no
blue-collar,single,primary,no,yes,no,cellular,jul,unknown,no
technician,divorced,tertiary,no,no,no,cellular,may,unknown,no
student,single,unknown,no,no,no,cellular,apr,failure,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
technician,married,secondary,no,yes,yes,telephone,mar,unknown,no
management,single,tertiary,no,yes,no,unknown,may,unknown,no
unemployed,single,unknown,no,no,no,cellular,nov,unknown,no
blue-collar,single,secondary,yes,no,no,cellular,nov,failure,no
management,single,secondary,no,yes,no,cellular,nov,unknown,no
management,married,tertiary,no,yes,yes,cellular,apr,unknown,no
admin.,married,secondary,no,yes,no,cellular,feb,unknown,no
blue-collar,divorced,primary,no,yes,no,cellular,jul,unknown,no
blue-collar,single,secondary,no,yes,no,cellular,nov,unknown,no
blue-collar,married,primary,no,no,yes,telephone,jul,unknown,no
technician,single,secondary,no,no,no,cellular,aug,unknown,no
retired,married,primary,no,yes,no,unknown,may,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
management,married,secondary,no,no,no,cellular,feb,unknown,no
technician,married,secondary,no,no,yes,cellular,jan,other,no
management,married,tertiary,no,yes,no,unknown,may,unknown,no
technician,married,tertiary,no,no,yes,cellular,jul,unknown,no
management,divorced,tertiary,yes,no,yes,cellular,nov,unknown,no
blue-collar,divorced,secondary,no,yes,no,cellular,may,failure,no
admin.,single,secondary,no,no,no,cellular,feb,unknown,no
housemaid,married,primary,no,no,no,unknown,jun,unknown,no
technician,married,tertiary,no,no,no,cellular,jun,failure,no
unknown,married,unknown,no,no,no,cellular,aug,unknown,no
blue-collar,divorced,unknown,no,yes,no,cellular,jul,unknown,no
blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
blue-collar,married,secondary,no,no,yes,cellular,jul,unknown,no
entrepreneur,married,primary,no,no,no,cellular,may,failure,no
management,married,tertiary,no,yes,no,cellular,nov,failure,no
management,single,tertiary,no,yes,no,unknown,may,unknown,no
retired,single,tertiary,no,yes,no,unknown,nov,unknown,no
technician,single,secondary,no,yes,yes,cellular,may,other,no
blue-collar,single,primary,no,no,no,cellular,jan,unknown,no
management,married,secondary,no,no,no,cellular,nov,unknown,no
entrepreneur,married,secondary,no,yes,yes,unknown,may,unknown,no
retired,single,primary,no,no,no,cellular,oct,unknown,no
blue-collar,single,primary,no,yes,no,cellular,may,unknown,no
technician,single,secondary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,no,no,unknown,jun,unknown,no
housemaid,married,tertiary,no,no,no,cellular,jan,unknown,no
admin.,married,secondary,no,yes,no,unknown,may,unknown,no
technician,divorced,tertiary,no,yes,no,cellular,jun,unknown,no
management,divorced,tertiary,no,yes,yes,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,yes,yes,cellular,jul,unknown,no
admin.,single,secondary,no,no,yes,telephone,jul,unknown,no
management,married,tertiary,no,yes,no,cellular,jul,unknown,no
blue-collar,single,unknown,no,yes,no,unknown,may,unknown,no
admin.,divorced,secondary,no,yes,no,cellular,may,failure,no
student,single,unknown,no,no,no,cellular,aug,unknown,no
technician,single,secondary,no,yes,no,cellular,feb,failure,no
blue-collar,married,secondary,no,yes,no,cellular,feb,failure,no
retired,married,secondary,no,no,yes,cellular,jul,unknown,no
self-employed,single,tertiary,no,no,no,cellular,feb,unknown,no
management,divorced,secondary,no,yes,no,unknown,may,unknown,no
management,married,secondary,no,yes,yes,unknown,may,unknown,no
management,divorced,tertiary,no,no,no,telephone,jul,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
housemaid,married,tertiary,no,yes,no,unknown,jun,unknown,no
technician,single,tertiary,no,yes,no,cellular,may,failure,no
blue-collar,married,secondary,no,yes,yes,cellular,may,unknown,no
self-employed,married,tertiary,no,no,no,telephone,aug,unknown,no
services,married,secondary,no,no,no,cellular,may,unknown,no
technician,married,primary,no,yes,no,cellular,nov,unknown,no
blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
management,single,tertiary,yes,yes,no,cellular,nov,unknown,no
student,single,tertiary,no,yes,no,cellular,jul,unknown,no
technician,married,tertiary,no,no,no,cellular,aug,unknown,no
management,divorced,tertiary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,no,yes,cellular,jul,unknown,no
services,married,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,unknown,no,yes,no,cellular,may,unknown,no
services,married,secondary,no,no,no,unknown,jun,unknown,no
technician,single,secondary,no,yes,no,cellular,jan,unknown,no
management,married,tertiary,no,no,no,cellular,nov,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
admin.,married,unknown,no,no,no,cellular,may,unknown,no
management,married,tertiary,no,yes,no,telephone,jul,unknown,no
admin.,married,secondary,yes,no,no,unknown,jun,unknown,no
entrepreneur,married,tertiary,no,no,no,cellular,may,unknown,no
management,married,tertiary,no,yes,no,cellular,jun,unknown,no
entrepreneur,married,primary,no,no,no,unknown,jun,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
management,single,tertiary,no,no,yes,cellular,aug,unknown,no
retired,married,primary,no,no,no,cellular,jul,success,no
self-employed,single,tertiary,no,no,no,cellular,nov,failure,no
services,single,secondary,no,yes,no,cellular,apr,unknown,no
